Thaw Number,YPC Number,YPC Component,Thaw Name,YPC Name,BD Number,Thaw RA1900,Thaw Dec1900,YPC RA1900,YPC Dec1900,RA1950,Dec1950,RA2000,Dec2000,Thaw B,YPC (B-V),YPC V,Thaw Spectrum,YPC Spectrum,Thaw Rel. Parallax,Thaw Rel. Parallax Error,Delta Pi,Thaw Abs. Parallax,Yale Abs. Parallax,Yale Abs. Parallax Error,Yale Tot. PM,Yale PM Position Angle,No. of Thaw Observations,Thaw Footnotes,Index Card Match Entry,Index Card Field Name,Index Card Mag.,Index Card RA,Index Card Dec,Index Card Equinox,Observations
2017,4242.02,,LTT 15456,R 137,,18 22 18.00,+4 01 00.00,18 22 16.0,+04 00 17,18 24 44.998,+04 01 59.6542,18 27 12.4,+04 03 24,,13.93,0.04,DA,DA5,15,7,,,18,2.3,0.386,221,37,,1795,#Ross_137,12.8,18 24 45,+04 02.0 _,1950,"['38343 ~ 19270901 pi_br', '39847 g 19280820 _', '39932 g 19280907 _', '41989 g 19300505 _', '42030 g 19300522 _', '42510 g 19300814 _', '42531 k 19300908 _', '43851 k 19310518 _', '43914 k 19310527 _', '44496 g 19310831 _', '46627 k 19320825 _', '48154 g 19330602 _', '48170 k 19330603 _', '48714 g 19330825 _', '52611 p 19350828 _', '55150 k 19370521 _', '56512 g 19380502 _', '56586 k 19380525 _', '57070 g 19380824 _', '57084 g 19380828 _', '57104 k 19380902 _', '62255 g 19410829 _', '66959 k 19440515 _', '67574 g 19440909 _', '77250 g 19500609 _', '79542 g 19510823 _', '80784 g 19520522 _', '81335 g 19520824 _', '82627 4g 19530831 _', '82680 f 19530814 _', '82704 f 19530817 _', '90857-8 w 19580828 _', '92549-0 g 19600601 _', '92995 g 19600908 _', '93935-6 k 19610830 _', '95445-6 g 19620815 _', '95593-4 g 19630828 _']"
2018,4280.01,,GC 25394,G 227-036,+51 2402.0,18 31 36.00,+51 39 00.00,18 31 33.7,+51 38 56,18 32 43.677,51 41 16.1492,18 33 55.8,+51 43 09,8.3,8.19,1.24,M1,K6   Ve,62,9,,,63,4.3,0.376,151,34,,1809,GC_25394,8.3,18 32 44,+51 41 06,1950,"['32660 k 19240512 _', '32702 g 19240521 _', '33347 g 19240903 _', '33361 g 19240904 _', '34604 g 19250502 _', '34591 2f 19250519 _', '35342 g 19250904 _', '35352 g 19250908 _', '36417 g 19260521 _', '36861 g 19260825 _', '36994 g 19260914 _', '37872 k 19270529 _', '38284 g 19270824 _', '38300 g 19270825 _', '39446 g 19280509 _', '39454 g 19280510 _', '39831 g 19280818 _', '39859 k 19280822 _', '40786 k 19290518 _', '40796 k 19290522 _', '41242 f 19290819 _', '41317 g 19290911 _', '41977 g,k 19300504 _', '42047 k 19300523 _', '42529 g 19300903 _', '42545 g 19300910 _', '43887 g 19310522 _', '44522 2k 19310906 _', '45862 k 19320515 _', '45881 k 19320518 _', '46582 g 19320820 _', '46591 g 19320821 _', '48094 k 19330520 _', '48110 k 19330522 _']"
2019,,,AC70 8247,,,19 01 06.00,+70 30 00.00,,,0,0,,,,--,--,DA,--,96,7,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4484.12,A,LFT 1463,G 185-012,,19 10 18.00,+19 08 00.00,19 10 18.0,+19 08 24,19 12 29.539,+19 13 31.2621,19 14 36.9,+19 19 28,,11.55,--,k,M3e  d,40,5,,,45,6.0,0.725,305,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,4484.12,B,,G 185-013,,,,19 10 18.0,+19 08 24,19 12 29.539,+19 13 31.2621,19 14 36.9,+19 19 28,,13.27,--,,M3.5,,,,,,,0.725,305,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4519.1,A,LTT 7658,LTT 7658,,19 15 12.00,-7 51 00.00,19 15 12.0,-07 51 00,19 17 54.322,-07 45 31.3493,19 20 36.2,-07 40 11,,12.12,1.63,DC,M3-3.V,92,7,,,99,2.5,0.199,198,134,,1939,LDS_678,"11.9/13.7<27.""2",19 17 51,-07 45 18,1950,"['58926 g 19390925 _', '58941 g 19390928 _', '59781 g 19400613 _', '60299 g 19400906 _', '60348 g 19400920 _', '61653 g 19410519 _', '61728 g 19410528 _', '62296 g 19410913 _', '62360 g 19410919 -', '64801 g 19430618 _', '65665 g 19430928 _', '65715 g 19431002 _', '66970 2k 19440525 _', '67069 g 19440616 _', '67624 g 19440916 _', '67650 g 19440919 _', '68839 g 19450520 _', '69412 g 19450924 _', '70551 g 19460523 _', '70569 g 19460529 _', '71073 k 19460902 _', '71093 g 19460903 _', '72141 g 19470531 _', '72176 g 19470531 _', '72207 k 19470604 _', '72239 g 19470611 _', '72485 g 19470902 _', '72496 g 19470907 _', '72694 g 19471002 _', '72703 g 19471003 _', '73620 k 19480520 _', '73664 g 19480602 _', '74057 k 19480912 _', '74070 g 19480914 _', '75297 ~ 19490714 WR*', '75313 g 19490723 _', '75369 f 19490728 _', '75435 g 19490807 _', '75644 g 19490902 _', '75666 g 19490903 _', '75670 f 19490908 _', '75699 k 19490910 _', '75882 g 19491001 _', '77135 g 19500521 _', '77165 k 19500602 _', '77211 g 19500607 _', '77387 p 19500701 _', '77402 g 19500702 _', '77424 g 19500707 _', '77531 g 19500716 _', '77624 k 19500805 _', '77679 2g,k 19500807 _', '77737 ~ 19500813 no_pi', '77855 g 19500903 _', '77918 2g 19500916 _', '79061 g 19510602 _', '79083 g 19510612 _', '79119 ~ 19510616 _', '79135 3g 19510619 _', '79154 g 19510626 _', '79307 g 19510720 _', '79370 3g 19510726 _', '79409 g 19510802 _', '79546 g 19510823 _', '79562 g 19510825 _', '79609 g 19510904 _', '79712 g 19510917 _', '79769 g 19510921 _', '80787 g 19520522 _', '80868 2g 19520601 _', '80885 g,f 19520603 _', '80961 g 19520617 _', '81064 k 19520701 _', '81132 ~ 19520712 _', '81209 f 19520725 _', '81227 g 19520727 _', '81325 ~ 19520823 WR*', '81374 f 19520826 _', '81407 g 19520829 _', '81482 g 19520910 _', '81685 g 19520927 _', '_____ k 19530521 _', '_____ 2k 19530602 _', '_____ 2g,3f 19530705 _', '82589 g 19530721 _', '82610 g 19530724 _', '82714 f 19530818 _', '82749 g 19530829 _', '82759 g 19530830 _', '82989 g 19530924 _', '84447 g 19540630 *', '84521 g 19540716 _', '84551 g 19540719 _', '84671 g 19540808 _', '84729 g 19540827 _', '84756 g,2p 19540828 _', '86051 p 19550524 *', '86088 4g 19550603 _', '86214 2g 19550629 _', '86296 p 19550712 _', '86545-6 g 19550814 _', '86646-7 g 19550829 _', '88037-8 g 19560630 _', '89904 2p,g 19570809 _', '89911 2k,p 19570810 _', '91761 ~ 19590812 _', '91762 g 19590812 _', '91774-5 g 19590818 _', '92960-1 3g 19600828 _', '95140-1 3g 19620523 _', '95252-3 p 19620618 _', '96907-8 k 19631001 _', '96960-1 3g,f 19631006 _', '98965-6 k 19650917 _', '98985-6 g 19650919 _', '99095-6 ~ 19650926 WR*', '99101-2 ~ 19650928 _', '101320-1 g 19671003 _', '102111-2 g 19680827 _', '102143-4 k 19680903 _', '102188-9 g 19680913 _', '102307-8 ~ 19680929 WR*', '102849 g 19690516 _', '103037-8 g 19690821 _', '103049-0 g 19690822 _', '103077-8 g 19690827 _', '103083-4 g 19690908 _', '103101-2 k 19690911 _', '103948-9 2g 19700912 _', '107010 g 19730718 _', '107029-0 g 19730723 _', '107115-6 k 19730906 _', '107139-0 g 19730910 _', '107147-8 k 19730912 _']"
,4519.1,B,,LTT 7659,,,,19 15 12.0,-07 51 00,19 17 54.322,-07 45 31.3493,19 20 36.2,-07 40 11,,12.28,0.07,,DBZ5,,,,,,,0.199,198,134,,1939,LDS_678,"11.9/13.7<27.""2",19 17 51,-07 45 18,1950,"['58926 g 19390925 _', '58941 g 19390928 _', '59781 g 19400613 _', '60299 g 19400906 _', '60348 g 19400920 _', '61653 g 19410519 _', '61728 g 19410528 _', '62296 g 19410913 _', '62360 g 19410919 -', '64801 g 19430618 _', '65665 g 19430928 _', '65715 g 19431002 _', '66970 2k 19440525 _', '67069 g 19440616 _', '67624 g 19440916 _', '67650 g 19440919 _', '68839 g 19450520 _', '69412 g 19450924 _', '70551 g 19460523 _', '70569 g 19460529 _', '71073 k 19460902 _', '71093 g 19460903 _', '72141 g 19470531 _', '72176 g 19470531 _', '72207 k 19470604 _', '72239 g 19470611 _', '72485 g 19470902 _', '72496 g 19470907 _', '72694 g 19471002 _', '72703 g 19471003 _', '73620 k 19480520 _', '73664 g 19480602 _', '74057 k 19480912 _', '74070 g 19480914 _', '75297 ~ 19490714 WR*', '75313 g 19490723 _', '75369 f 19490728 _', '75435 g 19490807 _', '75644 g 19490902 _', '75666 g 19490903 _', '75670 f 19490908 _', '75699 k 19490910 _', '75882 g 19491001 _', '77135 g 19500521 _', '77165 k 19500602 _', '77211 g 19500607 _', '77387 p 19500701 _', '77402 g 19500702 _', '77424 g 19500707 _', '77531 g 19500716 _', '77624 k 19500805 _', '77679 2g,k 19500807 _', '77737 ~ 19500813 no_pi', '77855 g 19500903 _', '77918 2g 19500916 _', '79061 g 19510602 _', '79083 g 19510612 _', '79119 ~ 19510616 _', '79135 3g 19510619 _', '79154 g 19510626 _', '79307 g 19510720 _', '79370 3g 19510726 _', '79409 g 19510802 _', '79546 g 19510823 _', '79562 g 19510825 _', '79609 g 19510904 _', '79712 g 19510917 _', '79769 g 19510921 _', '80787 g 19520522 _', '80868 2g 19520601 _', '80885 g,f 19520603 _', '80961 g 19520617 _', '81064 k 19520701 _', '81132 ~ 19520712 _', '81209 f 19520725 _', '81227 g 19520727 _', '81325 ~ 19520823 WR*', '81374 f 19520826 _', '81407 g 19520829 _', '81482 g 19520910 _', '81685 g 19520927 _', '_____ k 19530521 _', '_____ 2k 19530602 _', '_____ 2g,3f 19530705 _', '82589 g 19530721 _', '82610 g 19530724 _', '82714 f 19530818 _', '82749 g 19530829 _', '82759 g 19530830 _', '82989 g 19530924 _', '84447 g 19540630 *', '84521 g 19540716 _', '84551 g 19540719 _', '84671 g 19540808 _', '84729 g 19540827 _', '84756 g,2p 19540828 _', '86051 p 19550524 *', '86088 4g 19550603 _', '86214 2g 19550629 _', '86296 p 19550712 _', '86545-6 g 19550814 _', '86646-7 g 19550829 _', '88037-8 g 19560630 _', '89904 2p,g 19570809 _', '89911 2k,p 19570810 _', '91761 ~ 19590812 _', '91762 g 19590812 _', '91774-5 g 19590818 _', '92960-1 3g 19600828 _', '95140-1 3g 19620523 _', '95252-3 p 19620618 _', '96907-8 k 19631001 _', '96960-1 3g,f 19631006 _', '98965-6 k 19650917 _', '98985-6 g 19650919 _', '99095-6 ~ 19650926 WR*', '99101-2 ~ 19650928 _', '101320-1 g 19671003 _', '102111-2 g 19680827 _', '102143-4 k 19680903 _', '102188-9 g 19680913 _', '102307-8 ~ 19680929 WR*', '102849 g 19690516 _', '103037-8 g 19690821 _', '103049-0 g 19690822 _', '103077-8 g 19690827 _', '103083-4 g 19690908 _', '103101-2 k 19690911 _', '103948-9 2g 19700912 _', '107010 g 19730718 _', '107029-0 g 19730723 _', '107115-6 k 19730906 _', '107139-0 g 19730910 _', '107147-8 k 19730912 _']"
2022,4586.01,,9 Vul,9 Vul,+19 4063.0,19 30 12.00,+19 33 00.00,19 30 11.3,+19 33 17,19 32 23.025,+19 39 45.8097,19 34 34.9,+19 46 23,4.9,5.0,-0.09,B8,B8   IIIn,12,7,,,15,11.1,0.011,95,17,,1973,9_Vulpec,4.9,19 32 23,+19 39 46,1950,"['6884 ~ 19160916 -12', '6914 ~ 19160919 -8', '6943 ~ 19160920 0', '9520 k 19170612 -10', '13190 g 19180608 _', '14195 f 19180922 _', '16814 k 19190524 _', '16839 k 19190525 _', '17036 k 19190605 _', '18115 k 19190912 _', '18215 k 19190920 _', '18233 f 19190923 _', '20372 k 19200526 _', '20533 g 19200609 _', '21601 g 19200917 _', '21631 g 19200918 _', '21936 g 19201009 _']"
2023,4636.01,,LTT 15760,LTT 15760,,19 39 36.00,+8 39 00.00,19 39 30.0,+08 39 30,19 41 54.395,+08 46 36.4358,19 44 18.1,+08 53 32,,13.84,0.7,a,G    sd,12,9,,,5,5.4,0.22,207,15,,2001,L1140-73,14.2,19 42 00,+08 46 _,1950,"['97644 k 19640522 _', '97672-3 2g 19640604 _', '97747-8 k 19640706 _', '97933-4 f 19640905 _', '97967-8 g 19640907 _', '98026-7 g 19640911 _', '98044-5 g 19640914 _', '100986-7 k 19670704 _', '101985-6 g 19680605 _', '102128-9 g 19680829 _', '102169 k 19680912 _', '103235 g 19680930 _', '103712 f 19700529 _', '106143 g 19720920 _', '107117 f 19730906 _']"
2024,4652.0,A,"Ci20, 1165",G 125-031,+31 3767.0,19 42 30.00,+31 47 00.00,19 42 27.6,+31 46 58,19 44 23.919,+31 54 15.1963,19 46 24.1,+32 00 59,10,10.15,1.48,M1,K5   V,69,5,,,73,1.9,0.623,131,52,,2012,20C_1165,"9.8/11.0<4""",19 44 26,+31 53 55,1950,"['49139 ~ 19331015 *', '50986 ~ 19340904 _', '55632 ~ 19370930 _', '57275 ~ 19381010 _', '57332 ~ 19381016 _', '57585 ~ 19390814 _', '58546 ~ 19390815 _', '58587 ~ 19390820 _', '58704 ~ 19390830 _', '58983 ~ 19391006 _', '58984 ~ 19391006 _', '60363 ~ 19400922 _', '60401 ~ 19400926 _', '60558 ~ 19401010 _', '60633 ~ 19401022 _', '62093 ~ 19410803 _', '62094 ~ 19410803 _', '62139 ~ 19410807 _', '67901 ~ 19441018 _', '67925 ~ 19441021 _', '69624 ~ 19451020 _', '71248 ~ 19460925 _', '71248 ~ 19461003 _', '71328 ~ 19461015 _', '72432 ~ 19470728 _', '72696 ~ 19471002 _', '75855 ~ 19490930 _', '75979 ~ 19491010 _', '90786-7 2g 19580809 _', '999999 x 99999999', '+29o3754 7.7 19 46 42 +29 16 34 1950', '99820 ~ 19660620 pi_br', '100174-5 g 19661007 _', '100226-7 g 19661020 _', '101293-4 g 19671001 _', '102906-7 2k,2f 19690630 _', '103152-3 g 19690913 _', '103262-3 g 19691004 _', '103993-4 p 19700922 _', '104053-4 g 19701005 _', '104774-5 g 19710627 _', '104821-2 g 19710705 _', '105100-1 3g 19711003 _', '105829-0 g 19720608 _', '106076-7 g 19720905 _', '106202-3 g 19721009 _', '107128-9 g 19730909 _', '107141 g 19730910 _', '107162 g 19730929 _', '107814 ~ 19740528 _', '107820 g 19740603 _', '107828 g 19740610 _']"
,4652.0,B,,,,,,19 42 30.0,+31 47 00,19 44 26.322,+31 54 17.3538,19 46 26.5,+32 01 02,,11.1,1.52,,M1   V,,,,,,,0.62,131,52,,2012,20C_1165,"9.8/11.0<4""",19 44 26,+31 53 55,1950,"['49139 ~ 19331015 *', '50986 ~ 19340904 _', '55632 ~ 19370930 _', '57275 ~ 19381010 _', '57332 ~ 19381016 _', '57585 ~ 19390814 _', '58546 ~ 19390815 _', '58587 ~ 19390820 _', '58704 ~ 19390830 _', '58983 ~ 19391006 _', '58984 ~ 19391006 _', '60363 ~ 19400922 _', '60401 ~ 19400926 _', '60558 ~ 19401010 _', '60633 ~ 19401022 _', '62093 ~ 19410803 _', '62094 ~ 19410803 _', '62139 ~ 19410807 _', '67901 ~ 19441018 _', '67925 ~ 19441021 _', '69624 ~ 19451020 _', '71248 ~ 19460925 _', '71248 ~ 19461003 _', '71328 ~ 19461015 _', '72432 ~ 19470728 _', '72696 ~ 19471002 _', '75855 ~ 19490930 _', '75979 ~ 19491010 _', '90786-7 2g 19580809 _', '999999 x 99999999', '+29o3754 7.7 19 46 42 +29 16 34 1950', '99820 ~ 19660620 pi_br', '100174-5 g 19661007 _', '100226-7 g 19661020 _', '101293-4 g 19671001 _', '102906-7 2k,2f 19690630 _', '103152-3 g 19690913 _', '103262-3 g 19691004 _', '103993-4 p 19700922 _', '104053-4 g 19701005 _', '104774-5 g 19710627 _', '104821-2 g 19710705 _', '105100-1 3g 19711003 _', '105829-0 g 19720608 _', '106076-7 g 19720905 _', '106202-3 g 19721009 _', '107128-9 g 19730909 _', '107141 g 19730910 _', '107162 g 19730929 _', '107814 ~ 19740528 _', '107820 g 19740603 _', '107828 g 19740610 _']"
2025,4652.0,A,"Ci20, 1165",G 125-031,+31 3767.0,19 42 30.00,+31 47 00.00,19 42 27.6,+31 46 58,19 44 23.919,+31 54 15.1963,19 46 24.1,+32 00 59,11,10.15,1.48,M2,K5   V,84,7,,,73,1.9,0.623,131,52,,2012,20C_1165,"9.8/11.0<4""",19 44 26,+31 53 55,1950,"['49139 ~ 19331015 *', '50986 ~ 19340904 _', '55632 ~ 19370930 _', '57275 ~ 19381010 _', '57332 ~ 19381016 _', '57585 ~ 19390814 _', '58546 ~ 19390815 _', '58587 ~ 19390820 _', '58704 ~ 19390830 _', '58983 ~ 19391006 _', '58984 ~ 19391006 _', '60363 ~ 19400922 _', '60401 ~ 19400926 _', '60558 ~ 19401010 _', '60633 ~ 19401022 _', '62093 ~ 19410803 _', '62094 ~ 19410803 _', '62139 ~ 19410807 _', '67901 ~ 19441018 _', '67925 ~ 19441021 _', '69624 ~ 19451020 _', '71248 ~ 19460925 _', '71248 ~ 19461003 _', '71328 ~ 19461015 _', '72432 ~ 19470728 _', '72696 ~ 19471002 _', '75855 ~ 19490930 _', '75979 ~ 19491010 _', '90786-7 2g 19580809 _', '999999 x 99999999', '+29o3754 7.7 19 46 42 +29 16 34 1950', '99820 ~ 19660620 pi_br', '100174-5 g 19661007 _', '100226-7 g 19661020 _', '101293-4 g 19671001 _', '102906-7 2k,2f 19690630 _', '103152-3 g 19690913 _', '103262-3 g 19691004 _', '103993-4 p 19700922 _', '104053-4 g 19701005 _', '104774-5 g 19710627 _', '104821-2 g 19710705 _', '105100-1 3g 19711003 _', '105829-0 g 19720608 _', '106076-7 g 19720905 _', '106202-3 g 19721009 _', '107128-9 g 19730909 _', '107141 g 19730910 _', '107162 g 19730929 _', '107814 ~ 19740528 _', '107820 g 19740603 _', '107828 g 19740610 _']"
,4652.0,B,,,,,,19 42 30.0,+31 47 00,19 44 26.322,+31 54 17.3538,19 46 26.5,+32 01 02,,11.1,1.52,,M1   V,,,,,,,0.62,131,52,,2012,20C_1165,"9.8/11.0<4""",19 44 26,+31 53 55,1950,"['49139 ~ 19331015 *', '50986 ~ 19340904 _', '55632 ~ 19370930 _', '57275 ~ 19381010 _', '57332 ~ 19381016 _', '57585 ~ 19390814 _', '58546 ~ 19390815 _', '58587 ~ 19390820 _', '58704 ~ 19390830 _', '58983 ~ 19391006 _', '58984 ~ 19391006 _', '60363 ~ 19400922 _', '60401 ~ 19400926 _', '60558 ~ 19401010 _', '60633 ~ 19401022 _', '62093 ~ 19410803 _', '62094 ~ 19410803 _', '62139 ~ 19410807 _', '67901 ~ 19441018 _', '67925 ~ 19441021 _', '69624 ~ 19451020 _', '71248 ~ 19460925 _', '71248 ~ 19461003 _', '71328 ~ 19461015 _', '72432 ~ 19470728 _', '72696 ~ 19471002 _', '75855 ~ 19490930 _', '75979 ~ 19491010 _', '90786-7 2g 19580809 _', '999999 x 99999999', '+29o3754 7.7 19 46 42 +29 16 34 1950', '99820 ~ 19660620 pi_br', '100174-5 g 19661007 _', '100226-7 g 19661020 _', '101293-4 g 19671001 _', '102906-7 2k,2f 19690630 _', '103152-3 g 19690913 _', '103262-3 g 19691004 _', '103993-4 p 19700922 _', '104053-4 g 19701005 _', '104774-5 g 19710627 _', '104821-2 g 19710705 _', '105100-1 3g 19711003 _', '105829-0 g 19720608 _', '106076-7 g 19720905 _', '106202-3 g 19721009 _', '107128-9 g 19730909 _', '107141 g 19730910 _', '107162 g 19730929 _', '107814 ~ 19740528 _', '107820 g 19740603 _', '107828 g 19740610 _']"
,,,Mean,,+31 3767.0,,,,,0,0,,,,--,--,,--,74,4,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,4709.0,,LTT 7879,G 092-040,,19 51 24.00,-1 17 00.00,19 51 24.0,-01 17 00,19 53 58.921,-01 09 06.7176,19 56 31.0,-01 02 11,13.9,13.71,0.3,DA,DA6,94,7,,,87,2.9,0.79,212,30,,2046,LPM_714,14.1,19 53 56,-01 10.2 _,1950,"['18313 g 19190927 _', '18365 k 19190929 _', '18548 g 19191018 _', '20512 g 19200608 _', '20621 k 19200617 _', '21656 k 19200919 _', '21999 g 19201012 _', '27595 k 19220614 _', '27623 k 19220618 _', '28810 g 19221021 _', '28832 g 19221024 _', '30495 g 19230609 _', '30555 k 19230617 _', '31330 g 19231013 _', '31403 g 19231021 _', '32803 k 19240607 _', '33518 g 19241001 _', '34789 k 19250601 _', '34884 g 19250613 _', '34915 g 19250617 _', '38501 g 19270923 _', '38517 g 19270924 _', '38568 f 19270930 _', '39609 g 19280613 _', '40937 g 19290610 _', '40953 g 19290611 _', '40983 g 19290619 _', '41357 g 19290928 _', '41374 g 19291004 _', '41454 g 19291017 _']"
2027,4852.0,,GC 28350,CI 20-1205,-21 5703.0,20 17 42.00,-21 40 00.00,20 17 41.5,-21 39 43,20 20 36.879,-21 30 11.0665,20 23 36.0,-21 22 16,8.2,8.65,0.55,F8,F8   V,24,6,,,34,5.8,1.205,153,16,,2119,-21o5703,8.2,20 20 39,-21 31 05,1950,"['93105-6 ~ 19601012 _', '93147 f 19601029 _', '94083-4 p 19610913 _', '94144-5 p 19610927 _', '95290-1 k 19620628 _', '95768-9 g 19621018 _', '96718-9 g 19630914 _', '98716-7 k 19650702 _', '99048-9 3g 19650921 _', '100988-9 k 19670704 _', '101361-2 g 19671022 _', '102130-1 k 19680829 _', '103368-9 k 19691025 _', '106833-4 k 19730608 _', '106900-1 2k,f 19730624 _', '106920-1 k 19730603 _']"
2028,4874.0,,69 Aql,69 Aql,-3 4918.0,20 24 24.00,-3 13 00.00,20 24 25.3,-03 13 05,20 27 01.914,-03 03 09.6923,20 29 38.9,-02 53 07,5.1,4.91,1.15,K0,K2   III,21,6,,,19,7.7,0.072,105,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,4895.0,,"Ci20, 1215",G 186-031,,20 30 06.00,+24 44 00.00,20 30 06.0,+24 44 00,20 32 15.247,+24 54 14.3174,20 34 21.9,+25 03 40,,11.51,-0.07,DA,DA3,69,4,,,69,2.7,0.662,214,37,,2142,Wolf_1346,11.5,20 32 12,+24 54 _,1950,"['44891 g 19311020 _', '44909 g 19311021 _', '44946 g 19311028 _', '46117 k 19320615 _', '46149 p 19320624 _', '46198 g 19320703 _', '46214 k 19320705 _', '48310 k 19330622 _', '48324 k 19330623 _', '49005 g 19331002 _', '49143 g 19331015 _', '49164 k 19331018 _', '50472 k 19340613 _', '50541 k 19340625 _', '51175 g 19341002 _', '51336 g 19341016 _', '51403 g 19341029 _', '56818 k 19380705 _', '57361 g 19381018 _', '59840 p 19400704 _', '60635 g 19401022 _', '60650 2g 19401024 _', '65718 g 19431002 _', '67126 k 19440625 _', '67927 g 19441021 _', '72724 g 19471005 _', '73780 g 19480702 _', '74144 g 19481020 _', '75158 g 19490621 _', '75178 k 19490623 _', '75252 g 19490705 _', '75372 f 19490729 _', '75775 g 19490924 _', '75938 g 19491008 _', '75954 g 19491009 _', '75984 g 19491010 _', '76024 g 19491011 _']"
2030,4951.0,,"Ci20, 1228",G 209-041,,20 41 30.00,+44 08 00.00,20 41 30.0,+44 08 00,20 43 14.280,+44 18 52.2526,20 45 02.6,+44 30 18,9.5,10.78,1.53,M3,M2.5 d,76,4,,,82,2.2,0.506,57,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,5024.0,,"Ci20, 1248",G 187-009,,20 52 48.00,+21 59 00.00,20 52 55.0,+21 58 42,20 55 09.014,+22 10 12.1314,20 57 28.6,+22 21 32,,12.01,1.61,M3,M3   d,72,8,,,74,5.5,0.779,103,37,,2200,Wolf_1373,12,20 55 12,+22 10 _,1950,"['60606 g 19401016 _', '60668 g 19401102 _', '61796 g 19410619 _', '61812 g 19410620 _', '61896 g 19410628 _', '62506 g 19411012 _', '62554 g 19411022 _', '62595 g 19411029 _', '64874 g 19430623 _', '64909 ~ 19430626 _', '65805 g 19431010 _', '67101 k 19440619 _', '67110 k 19440622 _', '67140 k 19440626 _', '67778 g 19441007 _', '67988 g 19441027 _', '68004 g 19441029 _', '68984 g 19450621 _', '69069 g 19450704 _', '69591 g 19451018 _', '69630 g 19451020 _', '69724 g 19451030 _', '70661 k 19460616 _', '70693 g 19460624 _', '70794 g 19460711 _', '71346 g 19461005 _', '71401 g 19461022 _', '71480 g 19461028 _', '72377 g 19470704 _', '72394 g 19470705 _', '72397 g 19470713 _', '72718 g 19471004 _', '72725 g 19471005 _', '72860 g 19471019 _', '109105 g 19770828 _', '109106 ~ 19770828 _', '109107 k 19770828 _']"
2032,5098.0,,GC 29631,,+17 4519.0,21 07 24.00,+17 21 00.00,21 07 21.0,+17 20 34,21 09 40.382,17 32 48.6515,21 11 59.0,+17 43 40,7.3,7.37,0.51,F9,F9   VI,26,6,,,31,1.8,0.906,188,41,,2230,Maan_464,7.3,21 09 40,+17 32 04,1950,"['7810 k 19161110 +10', '7837 g 19161111 0', '7899 k 19161118 +11', '9742 k 19170702 +11', '11004 k 19171104 _', '13484 p 19180706 _', '14453 f 19181018 _', '17250 k 19190629 _', '18595 f 19191019 _', '20716 k 19200624 _', '20851 k 19200704 _', '22111 k 19201016 _', '22134 k 19201017 _', '22415 f 19201113 _', '24321 k 19210619 _', '24339 k 19210620 _', '24439 g 19210630 _', '25631 g 19211015 _', '25680 k 19211017 _', '25952 g 19211023 _', '27633 k 19220618 _', '27784 k 19220705 _', '27804 k 19220706 _', '28732 k 19221018 _', '28791 k 19221020 _', '28841 2k 19221024 _', '35014 k 19250706 _', '35605 k 19251103 _', '36635 f 19260621 _', '37304 g 19261111 _', '37993 g 19270621 _', '38071 p 19270629 _', '38100 g 19270701 _', '38116 f 19270702 _', '38839 g 19271029 _', '38849 ~ 19271031 _', '38870 p 19271111 _', '40158 2g 19281031 _', '41054 2g 19290706 _', '41074 g 19290709 _', '41519 g 19291106 _']"
2033,5158.01,,GC 29980,,+25 4531.0,21 20 06.00,+25 45 00.00,21 20 07.5,+25 44 39,21 22 20.490,+25 57 30.3576,21 24 34.0,+26 10 28,5.7,5.68,0.31,F0,A8   III,10,6,,,11,9.8,0.053,87,20,,2255,Pi_120,5.7,21 22 21,+25 57 30,1950,"['11171 k 19171109 _', '11229 k 19171110 _', '11306 g 19171113 _', '13487 f 19180706 _', '13530 k 19180708 _', '13546 k 19180709 _', '14566 k 19181102 _', '17220 k 19190627 _', '17278 k 19190630 _', '17300 k 19190701 _', '18645 k 19191024 _', '18672 f 19191102 _', '18716 k 19191106 _', '18753 k 19191108 _', '20619 k 19200615 _', '20717 k 19200624 _', '20789 k 19200628 _', '22196 g 19201020 _', '22243 g 19201022 _', '22282 f 19201027 _']"
